komentar;value
Padahal frame nya di set ultra ko malah ke 60 fps jadi ngelag.. Terus grafiknya berubah sendiri;2
Game nya sangat bagus tpi syang bug nya lagi kurangin setiap ada event pasti bug nya selalu ada Karna aku pencinta pubg aku kasi bintang 5 semoga ke depannya lebih di perbaiki lagi??;5
kumohon ada kan fitur gyrscope horizontal dan juga vertikal. sebagai pemain battel royal lain aku agak kesusahan karena tidak ada fitur tersebut. dan juga saya mohon ada kan fitur map seperti di apex mobile. karena main di map yang itu itu saja membuat semua orang bosan main pubg. ini saran aku mencintai game mu;2
baru selesai abdet mala gak bisa undu map. kalo gak ada map sedia aku gak bisa main. bagai mana ni abdet yang baru nie. mala gak seru ni pubg kalo begini;1
Tambah ga jelas pubg.. kd 2 kd 3 bisa ketemu kd 8 dalam satu match, sistem pembagian musuh yg error.. tambah update tambah kacau.. ga j elas;2
G jelas, banyak bug!! Ini muncul bug gyroscope tidak berfungsi/nyala(eror) padahal di settingan sudah nyala, ganti aj lh developerny!! ??;2
Aduh parah ni pubg MOBILE kemaren awal yah eror terus di instal lagi nah udah ter instal eh sam aja eror gak bisa masuk gem... Pedahal saya main pubg mobile dari tahun 2019 sampe 2023..eh malah gem ya eror jadi????.. Ada apa dengan PUBG MOBILE ??????????;1
Tolong saya pakai kartu tri semenjak pembaruan 2.8 ga bisa masuk loading terus kesalahan server padahal sudah di server Asia, padahal main mobile legend dan game online lainya lancar, mohon segera di perbaiki;3
Ini kenapa gua semenjak update ke 2.9.0 malah jadi gabisa login malah ada keterangan download obb servis is running tapi ga login login gajelas banget nih habis update;2
Pubg skarang banyak bug nya pas d loby server tidak merespon pdahal pke wifi kecepatan 72,percma tiap hari main dpt poin pas uda masuk pertandingan server tidak merespon tw tw sdah dc g bsa masuk pertempuran, mkin lama mkin gjls game ini, q player lama dri season 4 sdh main pubg bru season ini aj ky ud g gna ni game,. Mohon d perbaikin, hal seperti ini percma kita kumpulin poin, tw tw rank sdah turun,. Q liat d yg bilangnya bug loby, ud lma kya gni,. Tp pihak tencent kya bodo amat,..;1
Tolong dong fix please enable storage permission saya sudah izinkan storage nya tapi tetap ada tulisan please enable storage permission, tidak hanya pubg global tapi untuk Korea jg begitu tolong di fix atau kasih solusi;2
Ada bug dimana ketika kereta berada di atap pondok, kereta menjadi tersangkut. Game buriq. 3 kali kena bug yang sama. Ampas;1
Kenapa saat selesai pertandingan malah ngk bisa keluar layar abu abu,main lama ngk bisa keluar kalau ngk dikeluarkan dari game dulu dan ngk naik sama sekali pula game apa ini makin lama makin gajelas mending dipegang Tencent aja;1
game lama dan sudah terkenal tapi masih banyak bugnya, pantas banyak player berhenti main pubg. hari ini main ranked satu squad malah mines karena satu squad ngebug semua, game macam apa ini;1
"Ini developer tolong jangan event aja diurus. Bug masih banyak yang perlu diperbaiki : lari melambat meski sudah sprint, main Ultimate (tidak bisa membeli senjata/item lainnya), kadang ada bug damage yang ditimbulkan tidak berefek pada musuh (saat peluru pertama). Bug"" ini bikin mati konyol, semoga developer mendengar keluhan saya & diperbaiki.";3
Kecewa gw sekarang main PUBG, kenapa ya sering keluar pas login, padahal sebelumnya ini tidak pernah terjadi, jadi gw pindah game PUBG NS, gw dah males main pubgm lagi.;1
Game udah 6 tahun tapi kenyamanan player gapernah diutamakan, banyak bug, bahkan ngeframe yang berkepanjangan kalau turun di event, poco f4 ngeframe bahkan pake ip11 pm pun ngeframe, emang gamenya minta ditinggalin pemainnya lama2 kaya gini terus;2
Sudah update tapi musuhnya muncul tiba-tiba waktu main nggak ada jejak kaki dimap kita yang nembak duluan mala kita mati ditembak musuh..gimana itukah??;1
Saya sarankan agar pubg mobile ini berfokus ke gameplay yang realistis aja event ngga perlu gameplay no 1 agar player juga puas,buat apa kalau event bagus tapi gamplaynya ngga realisitis itu saja terima kasih;3
Tolong pubg di perbaiki lagi game nya game nya udah bagus tapi,kenapa jariganya ada masalah padahal jaringan di rumah gua bagus Lo coba perbaiki lagi biar guq kasih bintang 5 deh;4
hbis update kok g bisa buka ya. infonya download berhenti karena blum tersedia wifi..ksih pilihan dong pakai data apa wifi.ini g da pilhan emg hrus pakek wifi ya.pdhal udh beli data bnyak biar bisa update.tapi gak bisa harus pakai wifi;5
Game gak jelas. Setiap main pasti zona aman ke musuh terus. Udah di tengah pun tetap zona aman ke musuh. Dasar game gak jelas;1
pabjiiii banyakkk bug nya ini gimanaa, mau main jadi ganyaman ini, apalagi masalah suaranya juga, udah sampe uninstall, terus instal lagi, perbaiki y tolong;1
Game jelek makin hari makin banyak tingkahnya. Masalah jaringan ataupun hp lelet sedikit tiba tiba bisa ada bug kayak bug gabisa lari, damage gak ada, knock sendiri. Dan lebih parahnya lagi render!;1
Saya suka sekali sama game ini sayang terlalu banyak bug.masa lagi asyik main malaj knock katanya katuh dari pesawat.dan saran saya kedepannya gak usah pagi ada event supaya kita sebagai player menghafal baik peta yang kita mainkan.dan mohon kedepannya cheater atau bug di hilangin;3
Tolong dong aku baru hbis update kok peti premium yg udah susah susah gw nabung slama ini tiba2 ilang semua cok,ngak pernah gw pakai dari season lalu, trus akun yg satu lagi pake fb gagal login mulu. Mohon solusix bos. Mks;5
selalu dapat keterangan kesalahan dalam mengunduh, padahal sudah di unduh semua. disuruh log out dan login lagi. ketika ingin login malah tidak bisa, sudah beberapa kali mencoba juga tidak bisa masuk.. dapat keterangan jaringan error', buat main game Lain lancar jaya.. karena berulangkali begitu trus akhir nya saya hapus semua data, di unduh ulang. sudah selesai mengunduh, balik lagi seperti keterangan di awal.;1
Game FPS dengan model tpp bisa multiplayer dan bermain dengan para proplayer yang menenganggan walaupun banyak update an dan game yang timeless tidak habis di makan waktu.;5
Nyesel saya update tadi,,,setelah update bener2 gak bisa main pubgnya padahal jaringan bagus tidak ada kendala sama sekali;1
Saya berikan bintang empat menandakan bahwa tidak ada yang sempurna, by the way saya merindukan PUBG seperti lima tahun yang lalu.. kami semua merindukannya.;4
*penggemar no1 game shooter realistis* Btw masalah performa hari hari ini agak down karena seeing fc dan fps ga stabil (setting smooth 30 fps) Tetapi ingat: I ALWAYS COMEBACK! Pls jangan hilangkan game ini di android 10 karena kawan saya ada di android 10???????? Respect kepada Tencent karena sudah mengembangkan game pubg yg gw suka dari bocil soalnya gw beda dari yg lain gw suka pubg, bocil laen suka epep ya lain dikit gangaruh tapi tambahkan lah sedikit optimisasi untuk hp sekelas oppo A16;5
Gamenya bagus bgt dan untuk sego grafiknya juga mantab pokoknya mah, itu aja sih yg aku bsa sampaikan kepada piha PUBGM terimakasih:).;5
Tolong lah pubg dibuat mode offlinenya kerna kami yang susah jaringan sulit harus pakeq WiFi terus dan kalau ada mode offlinenya kan lebih asik bisa main kapan aja tanpa harus online terus;5
Game yg sangat seru hanya saja setelah update terbaru terdapat beberapa bug yang sangat menggangu seperti tidak bisa berlari cepat ,mohon untuk di tindak lanjuti terimakasih;5
Game nya bagus tapi kenapa ya setiap saya mau main terkadang dia gak mau lari udah di pencet tombol lari juga tetap gak lari itu bug atau jaringan saya yang lag ya ,jadi tolong ya Tecent dibantu;5
Sebelum update maen lancar lancar aja perasaan kenapa setelah update malah jadi server tidak merespon terus,ditest di game yg lain lancar aja dan kenapa karakter berjalan lambat;1
Banyak bug yg harus diperhatikan.. awal game saja main sudah ngebug apalagi map kecil seperti nusa, tolong.. perbaiki ya??;4
Kalau anda ingin pemain betah main PUBG TOLONG kurangi frame sama patah patah soalnya dulu sama Tencent no frame sama patah patah pas di ganti sama Level Infinite banyak frame sama patah ² tolong kasih grafik supersemut biar stabil stabil terima kasih ????;4
Teruntuk pubg tolong urusin yang nge cheat soalnya setiap mau main tuhh selalu bertemu dengan cheater tolong optimal kan penyimpanan nya dan grafik nya saya kasih bintang 4 dulu yaa, btw gamenya udh bagus kok??;4
habis diupdate kok malah jadi sering ngebug, ngelag.. pdhl sinyal bagus 4G tp di game malah sinyalnya merah aneh bgt.. tolong diperbaiki ya??;4
Game nya bagus tapi sayang setelah saya update ada kendala saat masuk Katanya download berhenti karna jaringan wifi tak de lah Padahal dah selesai di update;3
Tolong dong ban pan bisa lebih cepat lagi mengatasi para citer kalo bisa ban ip sekalian, setelah updet citer meraja lela ada yg tiba-tiba tau posisi padahal ga nembak ga ngestap bahkan ada juga ni pemain citer live di tiktok.;3
Sedih aja sih setelah 2 tahun vakum dan tahun ini main lagi eh malah lawan bot smua full match.. Dulu walau tier kecil pasti seru.. Please bring back old version :(;5
Untuk game sudah bagus,sayangnya sering terjadi bug seperti jalan lambat bangunan tak terlihat,mohon untuk segera diperbaiki;3
Pubg game rusak gak kayak dulu season awal dari 3-12...kapan development Tencent lengser biar permainan nya kayak dulu lagi...bug nya parah apa lagi map karakin dst render masih bina kena shooting,,,,;1
Setelah update event baru semua button error, saat di lobby aman tapi masuk game baik training ground atau match button langsung error;1
PENTING!!! Tambahin fitur double jaringan min (kayak game sebelah), bisa aktifin wifi sama paket data biar ga ngelag;5
Kenapasih pas habis update di play store dan mau login gak bisa download data pake data seluler di tempat gua gak ada wifi jing;1
Game babi update 2.9 makin tamba frem masuk game lama, mending blood strike tidak ada fram dengan masuk ke game nya cepat, biar di device low tapi fps bisa 60 grafik nya juga hd. Bukan seperti game babi pubg grafik burik;1
Dear team Tolong di perbaiki bug, ketika ada musuh di sekitar player jaringan tiba tiba tidak stabil dan hilang. Ini sangat menganggu sekali saat pertempuran berlangsung Contoh seperti logo wifi muncul padahal jaringan sangat bagus, sering lag;1
Mengecewakan....dari season dulu baik baik aja, tapi kok sekarang PUBG makin banyak bug nya ya. seperti : analog gak bisa di gerakan, sama kameranya juga. Ada juga yang jalannya seperti bot (lambat kek siput), musuh tiba tiba hilang ntah ke mana, dan yang paling parah tu gak bisa gerak sama sekali, jadi mati konyol. TOLONG untuk pihak PUBG agak bisa memperbaiki bug-bug yang ada di dalam gamenya. Terimakasih.;1
Semenjak update 2.8 sangat merepotkan, mana tidak bisa login lagi. Padahal user dan pasword sudah benar, tetap gagal login dengan keterangan password salah.;2
Mohon dengan terhormat saya sudah memain kan game ini sudah 5 tahun kenapa setiap ada update selalu kehapus obb nya terus di suruh install ulang makin kaga jelas;1
Hp gw ram 7, sumpah asli berat bgt main ini game, setelah lama vakum dan comeback lgi main tidak semenyenangkan dulu, sangat kecewa sama game satu ini padahal saya dulu udah main dari season satu;1
"Pubg ni game gk jelas, lagi nge-push solo baru turun langsung leg,tiba"" keluar dari game nya pas lihat hasil pertandingan malah -42 memang game rusak";1
Saya bermain permainan ini dari season 2 Kenapa sekarang mau login sangat sulit? Apakah akun saya diambil kalian dengan susah payah saya mengumpulkan barang.. Mohon bantuannya akun saya tidak bisa login sudah berbagai cara, dengan login menggunakan nomor telepon sudah tidak bisa.;1
sehabis update d playstore pas mau login ga bisa masuk terus knapa ya, masuk lewan akun juga ga bisa tolong dong gimana ini dah 3 hari g bisa main;2
Size nya sudah 18 gb, tolong, di update selanjutnya, skin2 bisa di jual agar tidak memenuhi ruang, makin lama makin nambah aja, mungkin brhenti main klo tdk ada perubahan;4
Mohon solusinya kan saya udah lama ga main pubg dan saya baru download pubg lagi 2hari yg lalu tapi setelah saya login dan masukin akun saya itu gak bisa Terus ada tulisan gagal masuk coba lagi terus saya coba terus tetap ga bisa ??;5
Makin seru aja nih ada banyak event menarik dan hadiah yang banyak tetapi sayang masih ada bug karakter cacat tidak bisa berlari di map livik semoga cepet di betulin ya;5
Ini tencent update nya kok digabung ya file tambahan sama update nya.Padahal update nya +400mb.Udah sampai 400-an minta lagi update file tambahan udah gitu digabung kan bingung gua sama tencent ni.Saya juga meminta supaya tencent memperbaiki bug dan pengoptimalan fitur dan jangan cuma pajang baju keren tapi yang dapat malah ampas kasih keringanan buat ngegacha biar gak kecewa.Udah capek capek topup uc tapi malah dapat ampas bagi old player di game ini walaupun saya masih player baru.;4
Jaringan bagus,device oke,tapi sering ngebug.......pas close combat tiba tiba nge freeze......tolong dong perbaiki;3
Parah bener,update trs menurus hasilnya malah banyak bugnya,ini login susah bnged untuk download obbnya padahal sinyal bagus hp jga ramnya ga kecil,pantesan ratingnya makin lama makin sedikit;2
Sumpah semenjak di update game nya jadi banyak bug contoh : lootingnya otomatis terus menerus, jaringan nya berat ngestuck di 300, eventnya kadang suka error. Dah itu saja tolonglah di perbaiki kami sebagai player juga ingin bermain gamenya dengan nyaman. Terima kasih ??????;2
Game PUBGM ada masalah kah sama penyedia jaringan telkomsel? Aku buka aplikasi lain jaringanku aman aja tapi pas buka PUBG malah gak bisa login Tapi kalau pakai vpn bisa. Gimana kira kira penyelesaiannya?;1
Update Ok,bag kendala masuk pertempuran lama dan kadang TDK bisa,terutama map miranmar,tolong diperbaiki.;5
Saya lebih suka Kya pubg PC.makin banyak aim asistnya makin kayak game sampah... Game makin berat...sekelas snap 865 pun lag lag...beh...udh .ga asik...banyak yg pensi bayangin dari puluhan teman game cuma 2-3 yg online...;2
login lewat fb malah diarahkan ke chrome terus masuk ke fb bukan ke loby game. katanya karena jaringan padahal buka akun yg tertaut dengan google tetap bisa masuk.;1
Bisa mati orang maen game ini,1 match bisa 30 menitan buat sampe end game,musuh dah sisa sedikit zonanya yg dibuat lama,bisa ngg si di cut waktu zonanya,udh menang cuma dpt poin berapa UC mahal banget ngg ngotak;1
Sering kalah disaat ada musuh bot maupun orang sayah ka bisa gerak gk bisa nembak aneh tp klo lg gk ada musuh lari normal bebas sana sini bisa. Mohon perbaiki..;1
Sory nih bos bintang 2 karna kalo bintang 7 itu obat ?? Gini bos anda itu punya game bagus. Kalo update jangan dikit2 langsung aja di playstore semua updatenya nyusahin aja bos ah mau in game update lagi terus harus download map lagi haduh ribet;2
"Saya ingin PUBG makin Adain event besar besaran kayak collab sama anime yang lagi populer atau apa gitu.dan, gempley agak di Tingkatkan lagi lari nya agak kenceng pokoknya gempley nya pengen super miriah.berdasarkan hasil pengamatan saya, banya yang pensiun dari pubg karna mereka bosan dengan gempley yang gitu-gitu doang event juga sama contoh nya ada yang bilang begini ""PUBG kok gempley sama event nya makin ngebosenin yah gak kaya dulu "" jadi saya ingin dalam gempley nya agak di Tingkatkan.";2
